full_text,POS
La operación de Carmen me tiene muy triste,N
Ahora que soy @bitelperu todo es más bonito.,P
"Todo el dia esperando llegar a casa y comer helado casero, pata encontrarme sin luz y el helado hecho agua putamadreeeeeee",N
"Amigos la depilación con hilo DUELE COMO MIERDA, soy demasiado marica para esas cosas de mujeres",N
Acampar es de mis actividades más favoritas del mundo mundial,P
Acabo de ver a Aldo en Plaza. Que churro es ese chico. Es lo único que voy a extrañar del trabajo,P
a mi mejor amiga no le gusta el ceviche ni los makis y me siento frustrada porque no podemos ser BUENAS mejores amigas,N
Que bonita tarde noche de regalos,P
No sé si soy exagerada.. no es el fin del mundo pero yo necesito un trago para pasar todo esto. Necesito estar tranquila,NEU
"Yo quería para navidad la jodida mascara de Buckethead, pero todos piensan que es un regalo de mrd",NEU
"@SparkGuns @JuanetedeLolo Cuando sea mayor de edad y mi viejo me deje tomar con adultos, jajajajajajajaja",P
@lasabesaba una gran oportunidad para que disfrutemos (con @NaomiZamudio97 ) de su trabajo...,NEU
Fue un buen momento en familia,P
@alvarezvigo12 jajaaja no es real jaja son canciones nomas,NEU
El bolso que le he comprado está hermosooo! Me lo quiero quedar,P
"No tener sueño e ir a molestar a mis hermanas a su cuarto. Hoy nos quedamos hablando hasta el amanecer, ya la vi",N
@zinoscrew por que piscis al ultimo porq,N
"El porno es motivación, no lo pueden prohibir",P
"@emy_9810 jajajaja ya con menos carga es mejor , relajas mas",P
@Kyarahidalgo la triste historia de mi vida,N
Hoy no es un buen día para mi,N
"@barbaycanas es que ya no era necesario llamar ,ya sabiamos lo que espera ,la proxima sera",NEU
"Buenos días, esta noche es noche buena, Feliz navidad para todos",P
"Pero qué rico es dormir hasta las 9'41 am , te sientes tan vago",NEU
Es increíble que ahora entro a wpp solo para el trabajo,P
Cómo me desean feliz navidad si trabajo en 3 horas (?),N
La ex de mi hno es una hereje y comparte el meme profano de @jitanjafora_,N
extraño cantar todas las de @CNCOmusic con esta estupida @99Allison11,N
@hebelcm Jajajaja te haré escuchar mejores frases,P
@WhiteLither Feliz Navidad Felino!!! Jaja! Saludos y abrazos a la familia!,P
Lo bueno de esta Navidad es que la pase junto a JC y mi mamá lo conoció en persona,P
3 dias para año nuevo y pierdo todo,N
La ptm no supero lo de ayer Mi año nuevo se fue a la mrd,N
@elhigadodmarita me agarran de buen humor por fin de año.,NEU
"La tierra del olvido es una bonita canción, pero cuando la pienso Iquitos sería la tierra olvidada porque seguimos tantos años hasta las",N
He subido 3 kilos OMG !!!! Son los resultados de la navidad,N
"@RecuerdosPeru sus valores ""procatolicos"" no concuerdan con su evidente machismo",N
"La única gran verdad, es que no terminas de conocer a las personas. #BuenDiaATodos",NEU
"Maldito gordo, creación de coca cola :v #feliznavidad",N
@elrifle @JessicaSolano la costra me da cosas. Pero qué lindo por la enfermerita.,N
"Estomago perdón por las mariposas Almohada perdón por las lagrimas Corazón perdón por las lagrimas Cerebro, tenias razón",N
#LaPoderosaKeiko solo puede tener poder en el 4to país más ignorante del mundo: Perú,N
DEMASIADO buena la nota de @ELSEIJITAS - reviví mi niñes y adolescencia con esos comerciales y series en edición navideña #LaBatería,P
Lo único malo de salir sin maquillaje es que no te mancho con mi labial,N
DEMASIADO buena la nota de @ELSEIJITAS - reviví mi niñez y adolescencia con esos comerciales y series en edición navideña #LaBatería,P
"@JJNL21 siii a estar asustada, pero son horribles estos dolores ni modo",N
@AntuanetGalvez have fun Antu! Los mejores deseos,P
Y ya no sé si soy Kaf o la mujer llena de puntos rojos Esto ya no me gusta,N
Tengamos un día lleno de magia y lindos momentos,P
Que lindo día el de hoy,P
@edwin jajajaja con tanta tecnología las pilas salen caras por lo menos te ahorraste en regalos!,NEU
El tiempo de Dios es siempre correcto; espera con paciencia que Él actúe.,NEU
"Desesperada estoy, trabajaré en cualquier cosa",N
"se acaba el 2016 y con él, el internet gratis de movistar 4G",N
"Antes de dormir quiero decir que fue una Navidad muy pero muy linda, estoy feliz. Buenas noches",P
"@vivianarojasv feliz navidad Vivi, que lo hayas pasado bonito con todos tus seres queridos",P
@carlonchodemoda buena fotito people un abrazo hacen un buen programa,P
Cansada y con dolor de cuello perooooo contenta,NEU
Extraño tener a mis padres juntos,NEU
"@cantouchth no te disculpes por ser tú misma, eso está genial, en serio",NEU
"@Lourdessipion osea yo no tuve feliz navidad, porque dormido desde las 11 hasta hace un ratito",N
"Ojalá que al chico de lado, que acaba de salir de una entrevista, lo llamen sería un buen regalo de Navidad",NEU
Como me pude negar subir a un bmw deportivo,N
@Kloz234456 Al menos no quedan en ridículo como estos dudes,NEU
Hoy pasaremos una hermosa tarde con ellos #ShowNavidad #CasaHogarMamáVictoria,P
@MathiasBrivio que espanto! Algo más debe tener esa Agua estoy segura,N
"Amigos, acabo de comer relleno es la cosa más deliciosa del mundo mundial ????",P
@Danaloby Gente como tu mediocres y matoncitos. Que se puede esperar de los fujiratas.,N
@BonitaAngelique solo dormire dos horitas bueno yo me lo busque,NEU
Ustedes siempre han sido lo más bonito de mi año. Anita y Amaya,P
No hay mayores problemas dice vocero Lewin Mejía sobre amago de incendio... es un centro comercial no una bodega @hudwalker @canalN_,N
Ser el villano de la película es lo mejor,P
"@JessicaaaFranco yeah! yo lo intente but se veia todo oscuro, luego me dasanimé je...pero estaría bien que todo el fandom lo haga",NEU
"@skparedes @SheyJacobo y eso que es el primer dia , mañana con fe",NEU
"Uy el trío del masajeo prostatico mutuo se está muy calladito, seguro que estarán botando todo lo relacionado con el jueguico ese.",NEU
¿Habrá algo peor que no traer los audífonos a la chamba? Estoy muriendo lentamente,N
@mrdanterossi báñate con agua fría para que la temperatura de tu cuerpo sea menor que la del ambiente,NEU
Lo peor que puede existir es decepcionar a alguien que quieres,N
"Se acaba un buen año, y va empezar uno mejor, siempre con la.bendición de Dios",P
Y bueno las cosas llegan cuando no las dices..... recierto,NEU
"Este día sera, muy pero muy largo ..",N
Aún en mi #studio trabajando... soy el único creo,NEU
"Por quedarme dormida, me perdí el feeling del momento",N
A veces me gustaría que a novia le gustara Disney tanto como a mi. Salen nuevas pelis o avances y necesito fangirlear,NEU
"El último día de trabajo, al fin",P
Q reviente es ese #Dmitri A mal tiempo Buena cara Lo q hace la felicidad,P
@JaquelinR5_ @rylandlynch jajaj ojala y conteste el pendejo andará con una resaca pero de las buenas,NEU
"Un 'te quiero preciso y sincero, qué más para decir que el año no termina mal",P
"@PierinaMz Los más buenazos, son los medio gruesitos y cortados de forma vertical. Según yo.",P
#SOOMPIAWARDS #TeamE que al menos no bajen del tercer lugar,NEU
@camilacabello97 siempre junto a ti espero verte en peru denuevo como solista,P
2 meses que parecen una eternidad. no sabes como me haces falta mi querida abuelita,NEU
Imposible no subir de peso aquí ( Chiclayo y sus comidas ),NEU
Pero tambien ha sido el año en el cual mas he viajado y conocido personas excelentes,P
@ConsejodePata lcp te da solo una galleta rellenita de 30 céntimos y un vasito de cifrut,N
Que vuelvan peluchin y gigi urgente,NEU
1er día del 2017 entrenando... Este horario es de ptm lamentablmente sólo es una ilusión #bodytech,NEU
@umbral2005 si pero la verdad que función de chistes del que chancó a mi familiar no creo que haga mucha gracia.,N
"@_josejones recién me levanto, es un día muy bonito sin sol",P
@AlissonAyala que lindo saberte. Un abrazote! Feluz 2017,P
"@marialeege en inter encuentras de todas las formas, pon piscinas empotradas u enterradas y ya está",P
Mi hermano está templadaso y se me hace tan lindo,P
"@Debbiesape Falta que te acostumbres más seguro p, salir de día es un suicidio",N
"@IkebanaBlossom Yo, he probado con pisco, y buenazo tmb, ah.",P
"Maldito maduro mil veces, por su culpa tuve que salir del país y alejarme de ella",N
No es posible que justo hoy me sienta enferma.,N
"Estoy seguro de que todo va a salir bien, suerte viejita",P
Me muero de sueño. Es demasiado tiempo sentada,N
Me daré el abrazo de fin de año sola o khé? por qué se demoran tanto,N
"Hago un favor y me reclaman y quejan, clásico",N
Hoy soñé que @wendyvasquezl era mi profe de actuación y fui extremadamente feliz.,P
Amo los vestidos largos y los enterizos,P
"Somos los únicos webones que siguen trabajando, ya todos se fueron",N
Aun en la oficina...que triste mi vida,N
"Como cuando te sientes fea, gorda y sin plata",N
@5nfidente No. Era sad y soy bien marica con esas cosas.,N
"No puedo dormir, lo malo de dormir Por la tarde",N
Él es un claro ejemplo de pendejo.,N
"@rojozapatito despídete de todos, deséales feliz año y bye bye",NEU
El apagón de ayer mas mi estado alucinógeno = La guerra de los mundos,N
me llevo bien con los ex de @_adrianaquevedo jaja hasta jugamos pichangas @CombinadoPTV #yosupereamiex,NEU
Nunca me había dormido tanto en una película de timburton que raro,N
@DavidJeffer06 Ay! Esas medias tan lindas,P
"@DraMonicaAF Pero, baby. Todos merecemos una oportunimándaloalamierda.",N
"Decepcionado , este dolor ya lo tengo acostumbrado",N
Me sancocho csm si las van tendrían ventana todo seria mejor,N
"Ahora sí conejito, llámala y mándala a la mierda de mi parte",N
Sacaron Gilda de cartelera Odio la cartelera peruana.,N
"Mal momento para tomar café caliente, no dejo de sudar, coño",N
Los veo muy felices???? Ya sepesaron? #LaVidaEsCruel,NEU
"Que histérico es la bestia, pobre bella",N
Y si vieras todas las heridas internas quizás entonces me entiendas,NEU
no puedo dejar de escuchar wham! alguien ayúdeme,NEU
"@Madame36 Martita mi pueblo es impredecible, coma sopa seca con carapulcra",NEU
Es criminal que me hagan caminar tanto hoy,N
@discolocontilde tanto así? en claro no hay cobertura por mi casa,N
"Terminarán odiándome, como casi todos los padres que me conocen",N
"Hasta lo peor de mi, quiere lo mejor para ti",NEU
"Así te paguen bien... Si es a última hora... No se podrá... Y hoy me tocó servir; no es con pago económico; pero el pago me lo da el Rey",N
"Buen resumen de mi vida amorosa. - Lo he amado por años. - Cásate con él; pé. - AJ; NO. No estoy para mantener a nadie. Que no joda.",N
"Dicen q lo bueno dura poco Aveces pienso q es así y me pone triste,Pero recuerdo q mas triste es fijarse en alguien q no se lo merece",N
"Ósea les juro por mi vida que estoy en el lugar más caro del mundo en el aereopuerto. 7.50 un café; 18.00 un Sandwich y 12.00 un batido",N
"Y comenzó el día mas amado y esperado ja ja! ""Lunes"" a comenzar con los dos pies bien puestos en la tierra. Así que adelante!!.",N
"@Sol_4843 si lo es! pero a mi no me pegó del todo la sentí bien poltergeist; lo cual no quiere decir que sea mala solo que no me ""atrapó""",NEU
Hoy en el micro a una chica se le cayó su celu y el cobrador y una chica gritando de quien era. Lo bueno es que nadie se lo quedó,P
¡Mi '@Isoor_! Extraño tus tuis y TT Aquí jodida con cel de reemplazo - cuento los días para q me den MI equipo y volver a tuitear a full.,N
"Yo sé que a Yixing no se le da mucho el ser gracioso; pero se esfuerza. Cada que lo intenta nos sale con nuevos memes; pero se esfuerza",NEU
Me gusta estar sola y me molesta la gente que habla mucho. Si tan solo nos juntáramos a escuchar música y de rato en rato hablar de ello,NEU
"Que lindo es tener a la viejita en casa; la extrañé en toda sus formas; desde los gritos por el desorden; hasta su sazón en la comida",P
"Estoy arta de que todos digan ay si es bien difícil; ay si es bien sacrificada; ay si tienes que estudiar; ay si se van a la mierda?",N
"Acabo de ver a una chica con un saco precioso; tan bonito que me enamoré. Lo malo es que ese saco a mí no me quedaría como a ella",NEU
"No; la verdad es que no sé qué haré por el cumpleaños de Yixing. O sea; ¿han visto todo lo que hacen las xingmis? Son muy lindas",P
Vida? Dormir? Que es eso? Terminé a las 4 mis traducciones y ya tengo que ir al estudio por más Y dicen que traducción es fácil JA JA JA,N
@MichelleMarti20 es un amor viste el nuevo ep ¿¿¿ solo he visto el preview del ep de mañana y matan a la amiga de haesoo a pesar,P
"mañana es viernes otra vez; estoy nerviosa por que no sé como me voy a sentir con lo de ukai me voy a poner triste a cada rato",N
"Yo sólo ame; y Di todo d mi..... aunque no soy perfecta; solo tengo un corazón sincero; una mente que te piensa a cada momento. pitufo",NEU
"@joseedays aww!! Gracias!!!! Muaaaaaaaaaak!!!! No me gusta el sol y estoy en plena auditoría; pero la estoy pasando genial … Muak!",P
"Y hoy; que salir de la cama era lo último que quería hacer; nos fuimos de paseo a La Punta valió la pena no quedarse en casa!",P
"Me he guardado desde el jueves para salir hoy... y mi mejor amiga me dice: me vino la regla; no la hago. La odio por perra!",N
"Necesito un te canela en serio no se si llorar o estar alegre o no se que me siento desubicado  ¿®ω⊙{¥;^¤|;°",NEU
"Mario si me dio pena con esta frase: ""Se que hoy en dia es muy dificil q una chica se acerque a mi"" jajajaja SOLTERA REMIX EN AL AIRE",N
"Ouch!! ese momento incomodo cuando te preguntan que le viste? ó; no se porque estuviste con el? .... El aspecto no lo es todo",NEU
@Kano_8_ Lo mejor para el es que salga del Club Zidane no le da la Oportunidad de Jugar! A mi no me gusta que este en la Banca.,NEU
"Soy la unica que quiere un poco mas a Assereto que a Pesaressi? Ojo; no digo que no quiera a GP pero GA; a él lo quiero un poco mas.",NEU
Dios no levante la campaña me van a colgar. Ah claro igual no me envían las entradas y ya me estoy por ir  joder ejecutiva ctv,N
¿Quién va a querer a un tipo que llega a su casa a las 12 de la noche a su casa 5 veces por semana? ¿Y que no tiene findes ni feriados?,N
A quien no le ha pasado que se pone depre porque extraña a su madre o su padre. Vivi solo 18 años a su lado siento que deseo más tiempo,N
"Kekito ya sabe decir ""mono""; ""vaca""; ""oso"" y yo aún no termino de hacer el marco teórico de mi tesis. Ah; y #SeVieneElQuino",N
"Hoy estoy muy feliz! Podre subir videos de nuevo; mi grabador ya no me da error Volvere con todo y con un super evento por los 1000",P
"Aunque aún no te lo creas; déjame decirte que eres hermosa. Aunque aparentes ser muy orgullosa; sé muy bien que tu amor es puro.",P
"@magnobolivar 1) wordpress es más pro. 2) Yo tengo un blog; pero mis lectoras son más de estilo upsocl y buzzfeed; eso aún se lee",NEU
"Ahorita estaria en Cañete; luego ica; huacho; Arequipa; cuzco; etc. Tmr es cierto cuando dicen ""si el tren pasas; tienes que cogerlo""",N
"l'amour no estará de mi lado y ya hace buen tiempo; pero me llena de calorcito lindo de felicidad ver a mis amigas felices; amando.",P
"Hace 1 año recibí la peor noticia de mi vida; que mi sobrina mi hija ya no iba a estar mas en este mundo y que pasaría a ser mi Angelita",N
"@adricordva pero y que pasa con ""todo lo puedo en cristo que me fortalece"" ""solo Dios le da batallas a los fuertes"" nada de eso? jajajaja",N
"Super Junior es un escape a todas las cosas malas que pasan en mi vida; es por eso que al apoyarlos no lo veo como una obligación",P
Putamare!!.. El tío gritó el gol en mi oído estando en el metropolitano!!.. Y lo peor es que yo asustado grité como jerma!!.. Quemadazo!,N
@guillevaldes como siempre impecable Guille,P
@CarlosCook eso es muy peruano,NEU
"Se acabó todo; tantas anécdotas que quedarán en el recuerdo ... no me gusta llorar frente a la gente; ahora que estoy solo imaginense",N
"Estoy sin palabras; mi corazón esta triste; recién hace unas horas me entere que Chalena Vásquez partió de este mundo; no me lo creo aún.",N
@roxy_peru '@AlejandroSanz '@Ritmo_Romantica que buena noticia Roxi,P
lo que mas me rompe el corazón es cuando el 76 saca su campo biótico para curar a todo el mundo y luego reaper llega cuando ya se acabó,N
Yeihhh de nuevo aqui #AlianzaFrancesa,P
"estar en tumblr/ we heart it; el internet en general es tan frustrante porque veo arte tan hermoso y siento q lo que yo hago es tan",N
"Fue un bonito fin de semana cumpleañero : amigos; familia; torta; comida rica; juegos de mesa y muchas risas. Me siento bendecido y feliz",P
"@FioBarletti si pues eso q lees en mi perfil son mis rayos X; y claro; tu debes ser todo lo contrario; me amo y adoro asi",NEU
"No me sorprende que 2ne1 se haya separado; man. Pero aún así me dio en el cora bc es un grupo legendario y empecé mi era kpop con ellas",N
@jtorrespadilla fui una buena novia,P
Que lleguen a hacerte una entrevista la prensa local y yo muerta de sueñito y sin ganas de nada! Ptm.,N
"Nos falta tanto a los peruanos; se nota que nunca tuvimos una gran emergencia; que ni evacuar sabemos eso tarde o temprano pasa factura",N
Sigamos siendo felices felices felices,P
Que buen inicio de semana,P
malditos ejercicios que colera agggggg,N
"@ElohaLing Ayyy; no debí haber tuiteado esto. Olvidé que estabas por acá; no me odies ( Hablo en serio; no es sarcasmo )",NEU
Bajar mucho de peso y no sentirse contenta. Será porque no fue a base de ejercicios. Un mes y quedé,NEU
En comentarios: - Que linda. - Graciaaas. ¡¡Te extraño!! Tenemos que vernos de todas. Por FBC - ¡Hola! - *Visto a las...*,P
PPK hizo una mención especial a todos los jóvenes que marcharon anoche. La lucha no fue en vano. #MensajeALaNación #LaEducaciónSeRespeta,P
"Está dicho!..mi vida es una gran aventura; lleno de emociones; decepciones; ilusiones; sonrisas;",NEU
@Madrebeagle no todo es perfecto,NEU
Yo los vis hace dos días. Todos los perritos lucían tristes y en pésimas condiciones Qué bueno los hayan rescat…,N
@californiaLA70s igual ese proyecto de ley no va a progresar así que anda ve a llorar al río pobre moralista y triste animal jajaja!,N
"Te amo demasiado!!! Por tu sensualidad ; inocencia y belleza...porque pareces tonta pero sé que no lo eres y xq eres joven '@ArianaGrande",P
"No pues; qué chévere a ver si le pasa lo mismo al próximo practicante. Prácticas + Tesis + curso extra.",P
Un poquito de personalidad por favor jajajaja que ahora pongo algo y ya es por mi amada llena de ego,N
@jakahatt algún dia se mejorarán las leyes en la parte digital para que se pueda denunciar a quienes aprovechan estos medios para difamar,NEU
@RicardoMoran '@larepublica_pe me hace muy feliz,P
"Al parecer tu casita no es tan ""ita""...iSe ve divina chinita '@KarenSchwarz! Que felicidad por uds. - seguro Dormy tb está re feliz",P
"@chikidelf me fascinas ; me provocas ; me arrechas !!!! Quiero conocerte y cogerte como nunca e cogido a nadie",P
Lindo día con sol. #Chimbote #FelizLunes,P
"Mar Negro q se haya caído un avión lleno de músicos; médicos q enviaron para alegrar a la gente en Siria me deja +segura q no existe dios",N
Gente que tiene las posibilidades de ayudar y no lo hacen por tacaños. Espero que algún día se les regrese,N
"Sin duda; esta fue una noche buena; maravillosa. Compañía; comida y bebida; perfectas. Amo a mi familia.",P
Por que existe gente bruta !!! Que cuando ven con zapatillas nuevas te las pisan !! Que les pasa? Son dementes ? Peor cuando son blancas,N
"Llamar a tu casa apurada ; y que se despidan de tí ; diciendo .. te quiero mucho ; gordita ... Eso soluciona todo! Todo",P
@PJimr yo ya pasé todos los gratuitos también. es una maravilla. no he pagado nada. la desconexión forzosa de fin de año creo lo evitará,P
"#HolaATodos '@rafaelcardozotv Necio!!!!!! Abre tu cerebro porfavor!!! No es la palabra; es el contexto",N
"@rusosnith que ricoooo; me abriste el apetito!! Solo una cosa. Las aceitunas tienen que ser las negras",P
"@milatuesta '@marisolmelissac '@sinparada Las extraño; cuando un skupe grupal",NEU
"Bueno;gracias a algunos(casi gratis) por confiar su salud en mi(un año más) no se enfermen mucho este año pues; jaja mentira; saludos",P
En serio que feo ir al mall este día. Mañana seguro estará peor.,N
Lo bueno que ahora a mi lado tengo a personas que quiero y sobretodo que me quieren .. la mejor decisión que pude tomar .,P
Empezamos con un par de problemillas nooooo pero este año hay que ser más +++,NEU
Hize mal en bañarme tarde.... #VideoMTV2016 '@AbrahamMateoMus pero asi enfermita y todo siempre apoyandotee¡¡¡ *emoji enamorado* jiji,NEU
@andrewmartin711 sin duda es lo mejor,P
Al César: '@peru21 fue el primero en nuestro país que sacó a la chica en bikini de sus páginas. Ahora sacó el horóscopo. Felicitaciones.,P
#2AñosDeLegiónHolk Llevo como unos 8 meses Talvez menos o mas no sé Me enseñaron y demostraron que LH es algo magico,P
"#2AñosDeLegiónHolk No importa que seas ""niu"" o ""old"" Si amas a LH ; eres bienvenido a mi casa",P
Me preguntó mi nombre!!! Mi último día e interactúo con Samuel! Vaya suerte la mía,N
"@mariellymc noooooooooo y me cuelgo de la imagen para decir lo mismo "" que tan miserable debo ser? """,N
"@emejota_qt un amigo trabajo ahí; se encariño mucho con algunos jóvenes. De hecho te llevas una gran eeriencia",P
"@JessicaSolano veras que no es nada grave; mejor ahora que le hagan todo... yo también por San Miguel sola",P
"Se vieneeeeela lluviaaaaa; es hora de ir a casa y yo que quería más chilcanos",NEU
@SSLopezCano Es recíproco. Y eso que casi nos cae '@enanagorda. La que se armaba.,NEU
"@mariann505 jajajaja dale; hacete la boluda vos jajaja igual a vos nunca se te puede tomar en serio te mando un abrazo desde Perú!",N
Feliz 2017!!! Cachen más y dejen de ser tan aguantad'@s por Tuiter,NEU
"@JimenaTagle sí; como pasa el tiempo verdad? se siente nostalgia y a la misma ves una alegría inmensa Gracias '@JimenaTagle !!!",NEU
@ivyjara Te extraño un monton amor,N
"Lo bueno de mi plan es que tienen Internet ilimitado en 3G y 4G; es ilimitado desde que lo contrate hace 5 años",P
"Esos primeros puestos para Nadine; Alan y Keiko están bien ganados; más bien creo que Ollanta debería estar más abajo. '@Imapax",NEU
@habitssofmyhrt pero es muy trillado,N
"@Lupalma12 por favor; mis innumerables tweets a las 3;4;5 de la mañana hablando webadas avalan mi reinado",NEU
"@mistcinamontea claro que sí; por eso deberían permitirlo (pero dentro de las 12 semanas; para evitar algún riesgo como bien dices )",NEU
@DaMimster es una de las cosas más lindas que te enseña la vida,P
"Recibir el año nuevo sin luz; que sean las 10 y sigamos sin luz #micelmuere #notengobateria",N
"Que rico año nuevo Huanchaco 2017 de aquí PUMA PUMKHU mañana me larrrrgo y ya tramitando mi Schenguen; hay cruditas como me hacen feliz",P
@Aldocejota Ese es el mejor chiste de año nuevo,P
@AdrianaR5_ yo también pensé lo mismo gracias a Dios siguen juntos,P
Recibir este nuevo año en familia es lo más bonito y con un corazón agradecido por tanta bendición de nuestro amado Dios. #Feliz2017,P
No se porque hay gente tan renegara donde dice que fue el peor año.. no solo lloraron TAMBIÉN FUERON FELICES,N
"Darth Vader no pudo; y la muerte se la llevo. Qué triste sabee que Carrie Fisher se nos fue #CarrieFisher",N
Los ambulantes ya invadieron Gamarra...,N
Tuve un sueño muy muy lindo y hoy ando con todas las ganas,P
"@Monilict nada peor que tu stalker sea tu colega. Orden de restricción; nomás",N
""" En esta NAVIDAD todo regalo es bueno; decir te quiero es mejor; pero un regalo y un te quiero es mucho mejor """,P
"@ivyjara No te cambiaria ; ni por la mujer más bella del mundo ; Porqué Solo tengo ojos para ti",P
"@ivyjara Sabes qué cuando jugue basket contigo ; me senti Feliz ; pero en mi cabeza tenia muchas dudas ; si tu papá me aceptara o no",NEU
Un poquito amarga mama #UnaSemanaDel2017YYo #felizdiadereyes #OTConcierto #HablaVillaran #SIGUEMEYTESIGO,N
"Estoy en '@McDonalds_PER del parque kennedy y me he dado con la triste sorpresa que ya no dan el ají increíble ya nada es igual; nada",N
Adiós alcohol fue lindo mientras duro,NEU
Lo que decidas hacer. Asegúrate que te haga feliz #EsteVeranoDebería #SerIntenso,NEU
Lo bueno de la vida es que te hace coincidir con personas realmente increíbles,P
Caminar un rato siempre es bueno #gamers #paseo #disfrutalavida '@ Miraflores,P
@Zick eres el mejor porfavor saludame en un video de plantas vs zombies heroes porfi,P
Lo bueno de ir al gym es que tu personal training sea muy muy guapa,P
Lo malo de no saber cocinar es que debes tolerar los suculentos platos preparados por tu hermana o simplemente no comer. #PornFood,N
"Ricardito es un buen amigo y su abuelita necesita apoyo. RT por favor; gracias BBVA: 0011-0057-0211103133",P
"@Anthromet Nunca dije que el docente no enseña. Lo que me interesa es el alumno aprenda; por ello el docente orienta el aprendizaje.",NEU
“'@Maagazu: '@PierinaDiUre los sobrevivientes llenos de luz son vitales para el mundo!” Porque contagian esperanza,P
"@nashi_awaji claro! Es una trilogía genial aunque depresiva; Pero no se xq ayer cuando dijiste del Kage... tenía una mezcla en mi cabeza",NEU
@PoluxBlack en francia probé un ramen de bolsa que era más rico que Tokyo Ramen llévenme al primer mundo,P
"Entró una venezolana a trabajar en la empresa donde laboro. Me apena la crisis en su país; está bien jodido todo allá.",N
"@Brigittgt y con ""las conozco""; me refiero a Maria y Krisbell . Mandale mis saluditos; somos ingratas todas",N
@JesusEduardoG '@xeilachvr '@YouTube vi ese video hace un tiempo me pareció chevere . Pero no me gusta la canción,NEU
Oks no fue buena idea venir,N
Una de las cosas más maravillosas en mi mundo es salir tarde y llegar a tiempo,P
"Amigos; me sacaron la mierda hoy pero estoy feliz",NEU
"Al callejerito Hércules le han medio destrozado el ojo derecho Ptm!!! Quien ha sido!!! Maldición; quiero matar!!!",N
"Pasajes Maleta Mis 3 potes de bronceador Alguien está emocionada; excepto por dejar a Salem solito",NEU
"@BleuatreMil se muestran solitos; no está difícil la cosa felizmente",P
Que tortura tener que ir al Icpna temprano justo en mi semana de vacaciones del trabajo,N
Me hacen feliz estos momentos,P
"Quiero decirte; hola; como estas? Pero... los check azulitos me dan miedo",NEU
"@VaneCastilloP No creo que tanto; ah. Lo que sí; es que será mucho más placentero.",P
@EchavarriaNaya y lo bueno que no engordo,P
"Lo malo de no poder dormir; es que a estas horas no tengo a quien molestar; todos duermen.",N
"@zombiepolares oye no; que feo",N
"No soy celosa; sólo marcó mi territorio",NEU
Que lindo es levantarse sin resaca,P
Escuchando soundtracks antiguos... primero en nostalgia y ahora caigo en depresión.,N
Fragmento del regalo de navidad de mi Mami ELLA SI SABE. Como escribir libros sin escribir ninguno by OSHO,P
Pasa la noche conmigo bonita y quédate mañana todo el día,NEU
"Me esta encantando la animacion encerio :;) Cuando veo el final me da un poco ganas de llorar :;) Bueno solo me falta background y texto",P
"Mario Bros cruzó 200 mundos; mató a 4000 enemigos sólo para ver a su princesa y tú no eres capaz de mandarle un jodido mensaje.-.- idiota",N
Soy una mrd de persona con buenos deseos,NEU
El mejor #piropo de mi vida «estás #buchisapa y pareces un #kion»,N
"16 chocolates Ferrero no fueron suficientes; pa la próxima ojalá me regalen la de 54",N
No me quiero ir bueno sí pero no,NEU
que rico es salir a esta hora del trabajo más tiempo para escuchar '@RadiomarPlusFM y a mi '@Nandocabanillas,P
"A ver cuantos extranjeros consignan direcciones falsas; vayan y arrestenlos; cuando uno viaja a otro país te exigen todo; donde y cuando",N
"@pau_2189 siempre la gente es pesada; pero normal Pau; que te llegue",NEU
Ese aplauso para Diego Luna y Felicity Jones fue estruendoso. Tengo ganas de ver Rogue One y no puedo,P
"@JacquiRQ '@dukeleleh obvio. Pero sin postre al final; mucha obesidad",N
"Sé fiel a ti mismo; nunca es tarde para hacer las cosas bien",NEU
no xq xq xq xq me duele mucho yo pensaba que ella no era así,N
"Csmre; es porque no me puse el puto calzón amarillo...¿verdá?",N
"@an_luc ya sé. y con lo mío es especialmente difícil. bro; esto no es exclusivamente sobre la plata u know this",N
@TatianaAstengoB esa serie se nota muy interesante a verla por Netflix,P
Que rico es ver el clima nublado,P
@esquinabaja LO vi !! lamentable realidad,N
Tuve una pesadilla asquerosa y me he levantado molesta,N
Me gusta mucho ir a Chepén y estar con la familia de Kike. Lo que no me gusta es tener que trabajar el lunes siguiente,NEU
Un buen inicio de año #Playa #Sur #Familia #Bronceadita,P
@OxanaJuliana1 estan lindos tus gatitos.- producen ternura,P
Este cuarto se siente muy vacío sin mis amiguitos y su bulla,N
@IvettlyOficial Lo mejor de l 2016 fue ver crecer a Ivettly y pasar momentos de alegría y tristeza pero llenos de enseñanzas.,P
Que rico es dormir con el sonido de la lluvia,P
@danidiazcordova '@Silvia_Dg pero que mejor se dedique a salud pública ella es mi esperanza,NEU
Hermoso sábado del primer mes del 2017 espero disfrutar como espero que tu también..,P
"Por qué no quieres venir a mi edificio '@ClaroPeru Los idiotas de '@soportemovistar me cuelgan; me llevan paseando una hora; les da igual.",N
Vamos a trabajar más en ello No puedo volver a ser una persona flemática,NEU
Que seriedad pues papá!! A ver el cabello con TINTE? Me da bien? MEJOR PREFIERO NATURAL! Así me identifico,N
@larepublica_pe sabran los jueces quê es honestidad? ?..y respeto? ?..no postulaba a un mercado de abastos. .si claro p lo q le interesa,N
