full_text,POS
"@canaln_ a quien deben de eliminar de la politica es a este come echado; vividor del estado; chihuan del congreso; muerto de hambre aprista; blindador de corruptos; dormilon de curul; serpiente del hemiciclo; perro de comision; ladron de los pasos perdidos; mauricio mulder perron guau !",N
rt '@ysildur1: '@esquinabaja mi voto es x el mejor congresista del peru mauricio mulder,P
"rt '@galo45751869: el debate fue ganado por rosa bartra;mauricio mulder,Nelly cuadros y punto; y como siempre las (os) comunistas echandole…",P
"rt '@malapalabrero: el gran error del apra es colocar en primero de lista a mauricio mulder; un congresista disuelto de poca productividad y…",N
sr.mauricio chapa esa  flor https://t.co/pq0pzlgb1f,NEU
"rt '@alfmeta1962: mauricio mulder: ""para mi julio guzman es un alejandro toledo 2"" https://t.co/crtikqa6mj a traves de '@panamericanatv",N
"rt '@politica_lr: #video mauricio mulder: ”¿si es legitimo que me digan perro?” 

https://t.co/pgen9zjhec",N
"mauricio mulder: ""para mi julio guzman es un alej…: https://t.co/9anyftr9g6",NEU
"@mauriciomulder viva el apra nunca muere y menos con un lider
como mauricio mulder ;amante de la verdad y del
pais; por eso votemos por gente decente y jamas 
cuestionada ; mulder da catedra en el congreso",P
rt '@ysildur1: mauricio mulder destruye olimpicamente a super caviaron gino costra https://t.co/1rswjxdkwi,P
"rt '@exitosape: 🔵🔴  “y para que no me digas malo; te ofrezco s/ 1;500 por tus servicios de abogado”; le dijo el candidato de ‘podemos peru’…",N
mauricio mulder llamo 61 veces a investigados por el caso cuellos blancos | 90 central https://t.co/whroqhorjz,NEU
@24horastv pensando en el peru 🇵🇪 votaremos por mauricio mulder que promete la vacancia para el dictador y plantear nuevamente la ley antimermelada https://t.co/r09m01cntv,N
"@mico_viejo '@oscarludenam gran parlamentario 
gran politico
peruano  con mucha cultura 
peruano de los valientes
limeño  culto
odiado por los provincianos
envidiado por los brutos y  los imbeciles 
comprometido valientemente con su ideologia. 
viva mauricio mulder;  viva  el  apra !",N
"mauricio mulder: ""para mi julio guzman es un alejandro toledo 2"" https://t.co/crtikqa6mj a traves de '@panamericanatv",NEU
"mauricio mulder: ""para mi julio guzman es un alejandro toledo 2"" https://t.co/s9aq5ec2zu",NEU
"para eso quiere regresar mauricio mulder. para seguir saqueando las arcas  del estado por medio del congreso. 

el domingo no debes votar por el apra de alan y mulder https://t.co/jpj7zxuqyx",N
"mauricio mulder: “con el fujimorismo no hubo alianza; hubo confluencia” | video https://t.co/mlbhzlzj1z",N
"mauricio mulder: ""para mi julio guzman es un alejandro toledo 2"" https://t.co/1jkrwxwitv",N
"rt '@peruanocomunica: ¡¡¡a la mierda!!! el apra de alan y mauricio mulder lleva delincuentes al congreso. 

no conviertas otra vez al congre…",N
@elcomercio_peru '@willaxtv mauricio mulder expresando la importancia de la participacion ciudadana en defensa de la capacidad de fiscalizacion al gobierno desde el congreso.votemos por quien conoce la verdadera la politica https://t.co/zvay4j8fqq,P
"rt '@salvajedigital: ¡despluman a gallito aprista en vivo! 😂😂😂😂
en menos de un minuto sagasti le pinta la cara a mauricio mulder durante bro…",N
rt '@ysildur1: '@esquinabaja mi voto es x el mejor congresista del peru mauricio mulder,P
mauricio mulder llamo 61 veces a investigados por el caso cuellos blancos | 90 central https://t.co/ghex5d0jsu,N
"estan tramando ... como sigue ... ""otorongo no come otorongo"" ... 

¡nunca mas!
¡la voz del pueblo es la voz de dios! https://t.co/4ojz3csytv",NEU
"rt '@josetorresg1: '@esquinabaja '@mauriciomulder lo mejor que tenemos mauricio mulder; buena foto.",N
rt '@cronica_viva: cateriano: ha reconocido libremente que colaboro con huida de alan garcia https://t.co/v2iqygqnth '@lamula '@uterope '@colec…,N
cateriano: fiscalia debe investigar al deslenguado mauricio mulder https://t.co/f0m3sjr8zo,N
"🔵🔴  “y para que no me digas malo; te ofrezco s/ 1;500 por tus servicios de abogado”; le dijo el candidato de ‘podemos peru’ ('@danielurresti1) a mauricio mulder ('@mauriciomulder). 🔥 

https://t.co/vpcsrdvdq0",N
cateriano: ha reconocido libremente que colaboro con huida de alan garcia https://t.co/v2iqygqnth '@lamula '@uterope '@colectivodignid '@salitasin '@alvarezrodrich '@rmapalacios '@gerardolipe '@pcaterianob '@claudiacisneros '@peruanocomunica '@salvajedigital '@poder_judicial_ '@fiscaliaperu https://t.co/xukyiyyeo3,N
"rt '@paridadperu: ojo ☝
rosa bartra y mauricio mulder afirman que de llegar al congreso promoveran la participacion politica de las mujeres.…",P
"mauricio mulder: ""para mi julio guzman es un alejandro toledo 2"" https://t.co/b7enx2bqpe via '@youtube  este periodista estupido toca temas sin valor para el pais. dejando d lado x ejemplo porque razones no anulan pensiones vitalicias a presidentes ladrones y traidores al peru.",N
"@_carlitarocha '@costagino '@albertobelaunde preguntale a luz salgado ;mauricio mulder o velazquez quezquen",N
"mauricio mulder: ""para mi julio guzman es un alejandro toledo 2"" https://t.co/xlv6jhsjif",N
"@jmblaster '@salitasin el infiel y humillador lider de su fiel amigo; mauricio mulder. 
https://t.co/efiqoftugo",N
"@mauriciomulder mauricio mulder #1 experiencia y garantias de la democracia.
alexis melendez #4 excelente cuadro del apra; entendio y promulga el partido escuela; con asistencia social.",P
"del doble cañon a la doble cara. ¡que ridiculo! 
mauricio mulder sobre julio guzman: ''lo que mas critico es que sea una persona doble cara'' https://t.co/k30qpunmkr",N
"aca el infiel lider de su fiel amigo; mauricio mulder. https://t.co/fywbyvyypv",N
"@mauriciomulder bien mauricio; los rojos tiemblan de tu llegada al congreso.  no pueden dormir de sole pensar en que la ley mulder volvera!!!",P
"@ursula_moscoso '@redenthor2 por ningun rojete; nuestro voto por mauricio mulder que promete pedir la vacancia para el dictador y replantear la ley mulder https://t.co/hvjngeexuv",N
@esquinabaja mi voto es x el mejor congresista del peru mauricio mulder,P
"mauricio mulder: ""para mi julio guzman es un alejandro toledo 2"" https://t.co/qwwinvrn3k",N
"@rosasal76618760 '@mauriciomulder '@ginocosta te apuesto que si pasa!!!!!!!!!!!!!""""""""""""mauricio mulder""""""""""""""",P
"rt '@peruanocomunica: jaime chincha practicamente le dijo vago y haragan a mauricio mulder. imperdible. 

jaime: ""en 12 años usted a present…",N
"@alexchhuantar '@luzsalgado_r como luz salgado; juan sheput; karina beteta; rosa bartra; mauricio mulder; victor andres garcia belaunde; tubino; juan sheput; salvador heresi; miguel torres... uf; felizmente son pocos",NEU
"dt mauricio mulder: rt mulderesel#1: ¡para defender al peru!
mauricio mulder ⭐1️⃣ ;  alexis melendez 🇵🇪 n°4⭐4️⃣ 
#experienciayjuventud https://t.co/zu3bx26vqp https://t.co/vu15mediob",NEU
"rt '@malapalabrero: ¿los apristas hablando de valentia al twitter? mijael garrido lecca huyo de la policia por el soat; igual que alan garci…",N
"el gran error del apra es colocar en primero de lista a mauricio mulder; un congresista disuelto de poca productividad y obstruccionista aliado de fujimori; perro guardian de alan y escudero de su corrupcion. es por eso que el peru repudia al partido de la estrella. mas.",N
"@albertobelaunde '@costagino mauricio mulder bedoya esta pasando piola. ¿ que corona se maneja este aprista que pareciera decirnos que tiene licencia para todo? para insultar; difamar; agredir; amenazar y mentir. mulder; con bestiarril; rosita bartra son tres de los diez mas grandes perversos.",N
"rt '@peruanocomunica: luciana leon es del apra de alan garcia y mauricio mulder.

¡partido mafioso no deben volver al congreso!",N
@pcaterianob mauricio mulder bedoya debe ser denunciado por obstructor de la justicia (sus actitudes fueron escandalosas para defender al suicidado alan garcia perez) y por su llamada sospechosa a hinostroza. el tipo esta padando piola.,N
rt '@latina_pe: 🔴 mulder conto en #abrelosojos que fue el quien solicito el asilo politico para alan garcia. https://t.co/uvnsrr6saw,N
"mauricio mulder: ""para mi julio guzman es un alejandro toledo 2"" https://t.co/ofuz1uk1dg",N
"rt '@peruanocomunica: luciana leon es del apra de alan garcia y mauricio mulder.

¡partido mafioso no deben volver al congreso! https://t.co…",N
@mauriciomulder '@ginocosta siii un planton para mauricio mulder !!!que no vuelvas a presentarte al congreso. eres una verguenza para el peru!!!,N
rt '@karlos: '@milagrosleivag '@robertodsfg por mas ataques que le hacen en la prensa basura mauricio mulder # 1 el mejor congresista del peru…,N
"rt '@peruanocomunica: luciana leon es del apra de alan garcia y mauricio mulder.

¡partido mafioso no deben volver al congreso!",N
"rt '@rppnoticias: ▶ mauricio mulder; candidato al congreso por apra; comparo ""la vida secreta"" de alejandro toledo con la de julio guzman y…",N
"mauricio mulder (escudero del suicida cobarde de #agp) debe ser procesado penalmente por obstaculizar la justicia.
en vez de esconder a su jefe en la embajada de uruguay debio internarlo en clinica psiquiatrica. https://t.co/ajijl1zkrq",N
"rt '@virgilio_acuna: la gran corrupcion o los amigos que nunca trabajaron en el congreso. el vagazo de mauricio mulder; el brujo de cachiche…",N
"mauricio mulder: ""para mi julio guzman es un alejandro toledo 2"" https://t.co/g4wsjdhipl",N
"las propuestas de '@omarchehademoya; bartra y mulder sobre reforma politica  https://t.co/bhb5sz6laz via '@diariocorreo #marcalaa #escribeel1",N
"candidato al congreso por el partido aprista; mauricio mulder; sostuvo que esta ""convencido"" de que el expresidente alan garcia fallecio en su casa de miraflores,No en el hospital casimiro ulloa;
muerto es muerto en su casa o en el hospital que mas da;murio sin dar cuenta 🤬",N
"estoy nuy decepcionado por la actitud de julio guzman; ahora mi voto esta entre mauricio mulder y jenny vilcatoma 😂",P
rt '@ysildur1: mauricio mulder aclara y pone en su sitio al presunto violador y asesino daniel urresti https://t.co/llmrjgo18b,N
rt '@malapalabrero: eliminaron a mauricio mulder en #abrelosojos dice que son los trolls vizcarristas. el perro guardian peco de ego colosal…,N
"mauricio mulder; del peru; se rie;de la actitud ridicula y de kamikazes; de""moraditos"" yovera y de belaunde.
mm; pone la nota picante y con ese sarcasmo fino y realista de la actitud de este par de ""moralizadores""tan inquisidores con otros;tratando de defender a su falso valor jg https://t.co/wsogulbp7g",N
"luciana leon es del apra de alan garcia y mauricio mulder.

¡partido mafioso no deben volver al congreso! https://t.co/uuuzi9ems1",NEU
"rt '@rppnoticias: ▶ mauricio mulder; candidato al congreso por apra; comparo ""la vida secreta"" de alejandro toledo con la de julio guzman y…",NEU
"@alonso_gd '@mabel_huertas maquiavelico campaña orquestada por el sr. mauricio mulder; quien casualmente fue invitado a todos los canales aliados.",N
me hacen acordar cuando salian jorge del castillo '@jorgedcg y mauricio mulder '@mauriciomuider a apañar las cojudeces que hacia su lider. ejemplo: cuando salieron a justificar la relacion y el hijo extramatrimonial de '@alangarciaperu avergonzado a pilar nores en vivo y en directo. https://t.co/ydkud2qzoy,N
"rt '@eusebeias: ¡votemos por mauricio mulder;
lo necesitamos como presidente
del nuevo congreso!",P
"mauricio mulder: ""para mi julio guzman es un alejandro toledo 2"" https://t.co/gwqriwxwwe",NEU
"mauricio mulder: ""para mi julio guzman es un alejandro toledo 2"" https://t.co/fsegriqedj via '@youtube. dejalo que suba y ver que hace; no como tu que no hiciste nada mas que blindar a alan.",NEU
"rt '@stevencaldern9: eliminaron a mauricio #mulder. 
ay; que penita. 😂
'@mauriciomulder
#abrelosojos https://t.co/9jvngwv1vo",N
"caso mora y guzman; mauricio mulder 
https://t.co/7rktza9el4",NEU
"rt '@martinarandat: las campañas televisivas estan prohibidas; sin embargo beto ortiz le da media hora a mauricio mulder para que haga campa…",NEU
"#mauriciomulder: ""para mi julio guzman es un alejandro toledo 2"" ► https://t.co/rbzgeherqi",NEU
"@exitosape '@apra_oficial '@bankadafp segun claudio mauricio mulder bedoya no hubo alianza: los dos grupos brindaban a delincuentes; no investigaban a sus jefes; robaron al pais; cometieron genocidio; grupo paramilitares (rodrigo franco y colina); claro no era alianza; eran hermanos gemelos!",N
"@murodelima '@andoenpando quiza no postula ni keiko ni alan; pero basta ver el numero 1 en ambas listas para no votar por ellos; quienes son? pues martha chavez y mauricio mulder.",N
"rt '@rataneda: mijael garrido; mauricio mulder y otros apristas estan indignados con los morados por el reciente caso de daniel mora. se rat…",N
@jaicec '@mauriciomulder reciben la sancochados de  mauricio mulder asi como habla como sera en su casa . toda su familia debe estar con maltrato psicologico.,N
"@patriciagamarra el mauricio mulder de los morados. no sorprende nada de este reaccionario autodenominado ""liberal"" 🤣. postulo con un prontuariado historico como ppk y hoy con un sionista de ultra derechas.",N
rt '@jchavez_2209: mauricio mulder y rosa bartra estan proponiendo lo mismo que rechazaron en las reforma politicas planteadas por el ejecut…,N
"mauricio mulder: ""para mi julio guzman es un alejandro toledo 2"" https://t.co/lkc6khcjfs",NEU
rt '@luzbettgonzales: '@pcaterianob entonces mauricio  mulder esta confirmando que alan garcia tenia un topo en la fiscalia !!,N
"▶ mauricio mulder; candidato al congreso por apra; comparo ""la vida secreta"" de alejandro toledo con la de julio guzman y considera que ""es un lider de barro que se ha caido"".

🔴 suscribete a nuestro canal de #rppxyoutube 👇 https://t.co/ry0yn1pvss",NEU
"rt '@canaln_: [en vivo] #voto2020 mauricio mulder; del apra: “tenemos un congreso que no representa a la ciudadania. planteamos la creacion…",P
"rt '@tramrsec: mauricio mulder: ""la tarea fundamental del congreso es la fiscalizacion"".
segun idl; del 2001 al 2016 se pagaron mas de s/ 11…",P
"rt '@jorge_jdt: mauricio mulder: ""no hubo una alianza con fuerza popular; pero si existio una confluencia"". 🤷‍♂️",NEU
"mauricio mulder: “con el fujimorismo no hubo alianza; hubo confluencia” [video] https://t.co/4vq4n1fuz6",NEU
"@recuerdosperu '@panoramaptv '@mauriciomulder roxana cueva y marco vasquez solo hacen lo imposible para destruir a los opositores del fujiaprismo. cuando salio una denuncia de jorge del castillo; el se habia peleado con mauricio mulder (coincidencia 100%). cuarto poder es del gobierno mientras q panorama es de la oposicion.",NEU
rt '@malapalabrero: mauricio mulder (apra) fue denunciado por 208 mil soles que cobro su empleado fantasma. ¿que hizo la comision de etica d…,N
"rt '@peruanocomunica: lo mejor de la entrevista nicolas lucar y mauricio mulder.

mulder: ""alan garcia era tan idiota y tan sonso"". 🤣 https:…",N
rt '@malapalabrero: mauricio mulder (apra) fue denunciado por 208 mil soles que cobro su empleado fantasma. ¿que hizo la comision de etica d…,N
rt '@fernandomunioz7: bien caradura mauricio mulder '@mauriciomulder que le dice mentirosa dos veces a periodista carla muschi '@carla_muschi…,N
"bien caradura mauricio mulder '@mauriciomulder que le dice mentirosa dos veces a periodista carla muschi '@carla_muschi que le dice las verdades en su cara pelada
por si acaso la intencion de voto nacional es 2.8% y lima 2.3% 
esa es la real votacion no lo que dice el maton 4.9%",N
"la periodista de atv+ lo puso rabioso a mauricio mulder; porque lo sueltan sin bosal",N
"se altero mauricio mulder cuando le dijero que lo pusieron a dedo como #1: ""detras de jorge del castillo no hay nadie en el apra""",N
clases de moral con mauricio mulder en atv+ 😑,N
"mauricio mulder; hablando de etica 🙄.",NEU
"""mauricio mulder pone en su sitio a faltoso daniel urresti"".
👇
https://t.co/eyd7k1huvo",P
"rt '@latina_pe: 🔴 en #abrelosojos; mulder se mostro optimista de cara a los resultados de las elecciones del 26 de enero. https://t.co/slgdg…",P
"🔴 en #abrelosojos; mulder se mostro optimista de cara a los resultados de las elecciones del 26 de enero. https://t.co/slgdgkt5ty",P
@pcaterianob entonces mauricio  mulder esta confirmando que alan garcia tenia un topo en la fiscalia !!,N
"mauricio mulder: “con el fujimorismo no hubo alianza; hubo confluencia” | video ►https://t.co/eeb6frxnto https://t.co/o6fu3nyr2k",NEU
"rt '@jorgenegrete44: el apra gano el debate; con el mejor equipo: mauricio mulder; renzo ibañez y nidia vilchez.",P
"rt '@eusebeias: ¡votemos por mauricio mulder;
lo necesitamos como presidente
del nuevo congreso! https://t.co/nvaxbngwx2",P
"¡votemos por mauricio mulder;
lo necesitamos como presidente
del nuevo congreso! https://t.co/nvaxbngwx2",P
🔴 mulder conto en #abrelosojos que fue el quien solicito el asilo politico para alan garcia. https://t.co/uvnsrr6saw,P
"📌hoy en #qtlr via   
'@rppnoticias

 7pm 📺

➡francisco sagasti; candidato del partido morado
➡mauricio mulder; candidato del apra
➡juan sheput; candidato de contigo

analisis de la coyuntura politica con:

➡rafael roncagliolo; excanciller de la republica. https://t.co/f19wlgnyxq",NEU
"ahora entenderas porque rosa bartra y mauricio mulder; asi les den con palo; se presentan en cuanto programa de entrevista; su numero y simbolo queda en el subconsciente del espectador. https://t.co/fk9e3aoaid",N
"ahora entenderas porque rosa bartra y mauricio mulder; asi les den con palo; se presentan en cuanto programa de entrevista; su numero y simbolo queda en el subconsciente del espectador. https://t.co/y1lw5npqgd",N
"rt '@catiquinto: 📌hoy en #qtlr via   '@rppnoticias
 7pm 📺

➡francisco sagasti; candidato del partido morado
➡mauricio mulder; candidato del a…",NEU
"rt '@noticias_tvperu: en vivo| mauricio mulder del apra: “necesitamos una verdadera reforma politica; tenemos que reformar los partidos para…",P
"rt '@vrpt7: recta final
mauricio mulder encabeza preferencia de los electores de lima.
'@mauriciomulder '@karlacalle https://t.co/fpqw2vl4x2",P
"📌hoy en #qtlr via   '@rppnoticias
 7pm 📺

➡francisco sagasti; candidato del partido morado
➡mauricio mulder; candidato del apra
➡juan sheput; candidato de contigo

analisis de la coyuntura politica con:

➡rafael roncagliolo; excanciller de la republica. https://t.co/trepuner0f",NEU
"rt '@latina_pe: 🔴 en #abrelosojos; mulder dijo estar ""convencido"" de que el expresidente no fallecio en el hospital casimiro ulloa. https://…",NEU
"@tramrsec percy rachumi es un empleado del congreso de la republica que ha ganado en 10 meses 31 mil soles sin tener que ir a trabajar un solo dia. este funcionario habria sido recomendado por el congresista mauricio mulder.

https://t.co/sz6ahwnotz",N
"🔴 en #abrelosojos; mulder se mostro optimista de cara a los resultados de las elecciones del 26 de enero. https://t.co/slgdglahi8",P
"rt '@latina_noticias: 🔴 en #abrelosojos; mulder se mostro optimista de cara a los resultados de las elecciones del 26 de enero. https://t.co…",P
"🔴 en #abrelosojos; mulder se mostro optimista de cara a los resultados de las elecciones del 26 de enero. https://t.co/0afkx3ozqb",P
"🔴 en #abrelosojos; mulder dijo estar ""convencido"" de que el expresidente no fallecio en el hospital casimiro ulloa. https://t.co/1mgvesjiva",NEU
"@mauriciomulder mauricio mulder  yo creo q fue ambas cosas; el partido morado de vizcarra se esta desmoronando y su ministra quiere tapar el sol con un dedo",NEU
rt '@diarioelperuano: #elecciones2020 🗞 candidato mauricio mulder (partido aprista peruano) propone el establecimiento de un senado elegido…,NEU
#elecciones2020 🗞 candidato mauricio mulder (partido aprista peruano) propone el establecimiento de un senado elegido por distrito electoral unico y de una camara de diputados elegida por regiones. https://t.co/wg1umyfb9r https://t.co/mxbt5wutyb,NEU
"rt '@juanlazomacedo: eliminado firulais: ""los trolls han votado en contra de mi"" #abrelosojos mauricio mulder la ciudadania te repudia. http…",N
"@latina_noticias esto demuestra que mauricio mulder utilizo su cargo de congresista para proteger a un delincuente como alan garcia; por eso pensa antes de botar; el peru esta cansado de tener corrupcion y delincuencia en el poder",N
"rt '@diegoalonsopm: el mejor debatiente politico del peru es mauricio mulder y resulta eliminado jajajajaja 

los trolls trabajan hasta domi…",N
rt '@miguelzuu: escuche a mauricio mulder y de verdad que tal cara de palo este tipo. https://t.co/6oxlf5x9du,N
rt '@ysildur1: mauricio mulder : esposa del pegalon desgraciado morado daniel mora a estado amenazada https://t.co/y04wpuyhvn,N
🔴 mulder conto en #abrelosojos que fue el quien solicito el asilo politico para alan garcia. https://t.co/uvnsrrotzw,N
🔴 mulder conto en #abrelosojos que fue el quien solicito el asilo politico para alan garcia. https://t.co/hmgijeaddz,N
rt '@peruanocomunica: '@exitosape nicolas lucar le recordo lo de alan a siraguasa a mauricio mulder. lo dejo calladito. https://t.co/tcr0r6vd…,N
🔴 mauricio mulder revela detalles de estadia de alan garcia en embajada ... https://t.co/1piw6qlcsn via '@youtube,N
rt '@latina_pe: 🔴 mulder sostuvo en #abrelosojos que otros funcionarios del sector publico perciben mucho mas que los congresistas. https://…,N
el mejor del debate mauricio mulder https://t.co/e1plsnmmnf,P
🔴 mulder sostuvo en #abrelosojos que otros funcionarios del sector publico perciben mucho mas que los congresistas. https://t.co/sdod6vxgzo,NEU
🔴 mulder sostuvo en #abrelosojos que otros funcionarios del sector publico perciben mucho mas que los congresistas. https://t.co/2bcop1enz5,NEU
mauricio mulder : esposa del pegalon desgraciado morado daniel mora a estado amenazada https://t.co/y04wpuyhvn,NEU
"¡que raro! anoche mauricio mulder fue el mas votado en la eliminacion del programa de la waripolera beto ortiz; pero en el internet no hay registro de eso; solo esta foto. como se nota que el apra maneja los medios a su favor verdad.
#elapranopasaralavalla https://t.co/w6iabdd3g9",N
"el apra gano el debate; con el mejor equipo: mauricio mulder; renzo ibañez y nidia vilchez.",P
mauricio mulder aclara y pone en su sitio al presunto violador y asesino daniel urresti https://t.co/llmrjgo18b,NEU
"¿los apristas hablando de valentia al twitter? mijael garrido lecca huyo de la policia por el soat; igual que alan garcia que huyo de la policia judicial y se mato por cargos de odebrecht; igual que mauricio mulder que huyo del congreso cuando dijo que se iba a atrincherar. next.",N
escuche ayer atentamente a garrido lecca gente joven que como hoy mauricio mulder reconoce parcialmente que no es voz en este partido creo que con 4 jovenes este presidente quedara como un mal recuerdo todos hablan de todo y la cantidad de despedidos con 12 15 años se tiran la p,N
rt '@rocio93861680: y para terminar las preferencias de mi familia: el grandisimo !!! mauricio mulder!!!! numero 1 ⭐️⭐️⭐️ https://t.co/ea9ag…,NEU
y para terminar las preferencias de mi familia: el grandisimo !!! mauricio mulder!!!! numero 1 ⭐️⭐️⭐️ https://t.co/ea9agllu5d,NEU
"rt '@latina_noticias: 🔴 mulder opino en #abrelosojos que mora ""trabajo con el miedo"" a su conyuge; quien ratifico su denuncia por violencia…",N
"rt '@latina_pe: 🔴 mulder opino en #abrelosojos que mora ""trabajo con el miedo"" a su conyuge; quien ratifico su denuncia por violencia famili…",N
"🔴 mulder opino en #abrelosojos que mora ""trabajo con el miedo"" a su conyuge; quien ratifico su denuncia por violencia familiar. https://t.co/beusd4n4t2",N
"rt '@peruanocomunica: '@kdbrigit '@exitosape '@nicolaslucar lucar; no olvides de recordarle al perro mauricio mulder la ayuda del #jne '@maurici…",N
"🔴 mulder opino en #abrelosojos que mora ""trabajo con el miedo"" a su conyuge; quien ratifico su denuncia por violencia familiar. https://t.co/tzsxxoz8ms",NEU
mauricio mulder pone en su sitio a faltoso daniel urresti https://t.co/0ztjwwhq2a https://t.co/gam46rochx,NEU
"@marcyarevalo '@jedi_huilo '@larepublica_pe ya habia ganado las elecciones internas en el 2017; pero por un quitame estas pajas; se hizo de nuevo y lo gano. son decisiones politicas; mauricio mulder es el referente del partido. y da la cara en momentos dificiles.",P
"rt '@malapalabrero: para mauricio mulder; el sueldo de congresista no alcanza y ahorro poco en 20 años ¿por que intenta regresar si no esta…",N
"rt '@peruanocomunica: acompañame a ver esta triste historia: 

""cuando las mentiras y floro barato de mauricio mulder es rechazado por el pu…",N
"@triciclodelperu ya lo abandono ; hoy en la entrevista con el gran mauricio mulder ; lucar se mostro acongojado; decepcionado y hasta descalifico moralmente a julio guzman; es el lucar de siempre...",NEU
"rt '@acciondeamparo: '@pcaterianob '@jzs1802 invitamos al deceso del excongresista mauricio mulder; el proximo domingo 26/01/2020😊lo firmo.",N
"@nicolaslucar '@mauriciomulder '@exitosa mauricio mulder; eres la esencia total del cinico y patetico aprista alanista. muy suave la entrevista nicolas",N
"lo mejor de la entrevista nicolas lucar y mauricio mulder.

mulder: ""alan garcia era tan idiota y tan sonso"". 🤣 https://t.co/9lvipjrpcj https://t.co/i6ual6crb9",N
@exitosape nicolas lucar le recordo lo de alan a siraguasa a mauricio mulder. lo dejo calladito. https://t.co/tcr0r6vdgo,N
"mauricio mulder; en exitosa; escandalizandose por el trato laboral que tienen la mayoria de trabajadores en el peru ( hablando de mc donald); nunca se habia enterado de la realidad laboral de los trabajadores en el peru. es un politico hipocrita.",N
mauricio mulder asegura que el sueldo de congresista no alcanza - caretas politica https://t.co/uyuhcchx58,N
rt '@cniezen: mauricio mulder apuesta que el apra tendra  8  congresistas en proximas elecciones. ¿donde lo dice? en programa de beto ortiz…,N
@gonzalesposadal seria votar para darle a mauricio mulder la vida de clubes privados y almuerzos en restaurantes caros con sus hermanitos? https://t.co/yydceeemzm,N
"viendo la entrevista de nicolas lucar y mulder;en serio lucar con su interlocutor al frente arruga;sera que su pasado lo cohibe; solo se limita a trasladar preguntar y a plantearle interrogantes tibias. encima dice la gente quiere que discutamos mauricio y se rie,Nada consecuente",N
"@mijaelglp '@reyconbarba claude maurice mulder bedoya; alias mauricio mulder '@mauriciomulder en forma despectiva dijo a lucar que mijail garrido lecca ""es un invitaaadoo mas""...!!! 😂😂😂😂😅😅 https://t.co/ruhs8qyy7t",N
"@kdbrigit '@exitosape '@nicolaslucar lucar; no olvides de recordarle al perro mauricio mulder la ayuda del #jne '@mauriciomulder https://t.co/hjrmmretjb",N
"rt '@exitosape: 🔴 #ahora | el candidato al congreso por el apra; mauricio mulder; conversa con '@nicolaslucar; en '#hablemosclaro'
https://t.…",NEU
"rt '@lcastro1808: este domingo 26 marca la estrella del apra y escribe el nro. 1 por mauricio mulder; peruano; emite un voto responsable en…",P
"mauricio mulder: ""no hubo una alianza con fuerza popular; pero si existio una confluencia"". 🤷‍♂️",NEU
"🔴 #ahora | el candidato al congreso por el apra; mauricio mulder; conversa con '@nicolaslucar; en '#hablemosclaro'
https://t.co/ammd7zct5c",NEU
"rt '@joseluisdetacna: buenas noches ; soy beto ortiz y hoy se la voy a masajear  a mauricio mulder y el apra con la lengua  

si no me quier…",N
"rt '@julioherrerat1: '@rengch apuesta: cuando le hace una entrevista asi de malcriada a martha chavez; a mauricio mulder; a jorge del castill…",N
"rt '@arturoayala_4: rosa bartra y mauricio mulder piensan que no tenemos memoria o que somos idiotas.

que falta de respeto sus exposiciones…",N
"las campañas televisivas estan prohibidas; sin embargo beto ortiz le da media hora a mauricio mulder para que haga campaña y hable lo que quiera en su programa; sin practicamente cuestionarlo. para eso le dieron programa?",N
"@esquinabaja '@mauriciomulder el 20 años vividor del congreso; mauricio mulder?",N
"rt '@vrpt7: mauricio mulder a nombre del partido del pueblo; nos representara en el debate del jne. https://t.co/nhfhxarbds",P
"@rengch apuesta: cuando le hace una entrevista asi de malcriada a martha chavez; a mauricio mulder; a jorge del castillo; a victor andres garcia; en resumen a la mafia fujiaprista? la hara? lo dejara el comercio?",N
"rt '@sreateguir: mauricio mulder; del peru; revienta a ""teton"" y neo-rojocaviar; jaime chincha.
fiel a su estilo; mm revolco; a teton chinch…",P
"@pcaterianob '@jzs1802 invitamos al deceso del excongresista mauricio mulder; el proximo domingo 26/01/2020😊lo firmo.",N
"rt '@hhmsncom: '@esquinabaja no soy aprista; pero el apra siempre debe estar en el congreso sobre todo mauricio mulder; enorme politico. salu…",P
rt '@ysildur1: mauricio mulder le da su merecido al super mermelero sobon al gobierno jaime chincha (alias quiero ser jaime bayly ) https://…,P
rt '@angie10379: '@virgilio_acuna viejo mañoso y asqueroso!! que te crees para referirte de esa manera de mauricio mulder y martha chavez! er…,N
"las propuestas de chehade; bartra y mulder sobre reforma politica https://t.co/6kff3rstdd",N
"rt '@karlos: '@alexismelendezh '@mauriciomulder el apra es la verdadera oposicion a las dictaduras; nada de tibios; votaremos por mauricio mul…",P
"@mauriciomulder dijo en #abrelosojos: ""los opositores al gbno pierden el programa"" :
-1ro. rosa bartra.
- 2do. abogada beatriz mejia ( cmhntm)
- 3ro. hoy mauricio mulder. ellos estan en las antipodas del gobno. #beto ; el sesgo es favorecer al gbno? cambia de formato! '@latina_pe",N
"@esquinabaja no soy aprista; pero el apra siempre debe estar en el congreso sobre todo mauricio mulder; enorme politico. saludos carla.",P
"rt '@fernandomunioz7: #abrelosojos 
1ra semana programa de beto ortiz elimina a rosa maria bartra '@rosamariabartra en la semana le fue pesim…",N
